category,n_pkts_dropped,n_bits_dropped,n_pkts_bypassed,n_rx_bits,n_rx_pkts,n_tx_bits,n_tx_pkts,n_rx_offload_bits,n_rx_offload_pkts,n_tx_offload_bits,n_tx_offload_pkts
InboundTrafficMetrics,0,0,0,8168,5,8168,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4280,5,4280,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7584,5,7584,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,12664,9,12664,9,0,0,0,0
InboundTrafficMetrics,0,0,0,36112,10,36112,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,12664,9,12664,9,0,0,0,0
InboundTrafficMetrics,0,0,0,35824,10,35824,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,5696,3,5696,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5728,3,5728,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5696,3,5696,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5024,3,5024,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5584,5,5584,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10808,5,10808,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5584,5,5584,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10520,5,10520,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,12840,11,12840,11,0,0,0,0
InboundTrafficMetrics,0,0,0,107968,18,107968,18,0,0,0,0
OutboundTrafficMetrics,0,0,0,12840,11,12840,11,0,0,0,0
InboundTrafficMetrics,0,0,0,107672,18,107672,18,0,0,0,0
OutboundTrafficMetrics,0,0,0,7184,6,7184,6,0,0,0,0
InboundTrafficMetrics,0,0,0,4672,3,4672,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,7184,6,7184,6,0,0,0,0
InboundTrafficMetrics,0,0,0,4088,3,4088,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4232,4,4232,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7440,4,7440,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4232,4,4232,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6856,4,6856,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,9552,5,9552,5,0,0,0,0
InboundTrafficMetrics,0,0,0,5016,4,5016,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,9552,5,9552,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4728,4,4728,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3080,4,3080,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8160,4,8160,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3080,4,3080,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7584,3,7584,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,19584,10,19584,10,0,0,0,0
InboundTrafficMetrics,0,0,0,30976,10,30976,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,19584,10,19584,10,0,0,0,0
InboundTrafficMetrics,0,0,0,30616,10,30616,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,6056,4,6056,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4768,3,4768,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6056,4,6056,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4472,3,4472,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1792,2,1792,2,0,0,0,0
InboundTrafficMetrics,0,0,0,3064,2,3064,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1792,2,1792,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2480,2,2480,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,9968,6,9968,6,0,0,0,0
InboundTrafficMetrics,0,0,0,16384,6,16384,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,9968,6,9968,6,0,0,0,0
InboundTrafficMetrics,0,0,0,16088,6,16088,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,3808,3,3808,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3456,3,3456,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3808,3,3808,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2872,3,2872,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4208,4,4208,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4448,4,4448,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4208,4,4208,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4040,4,4040,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,15040,6,15040,6,0,0,0,0
InboundTrafficMetrics,0,0,0,16352,5,16352,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,15040,6,15040,6,0,0,0,0
InboundTrafficMetrics,0,0,0,15768,5,15768,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,1520,2,1520,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2272,2,2272,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1520,2,1520,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1976,2,1976,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,4000,3,4000,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4216,3,4216,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,4000,3,4000,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3928,2,3928,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,9936,8,9936,8,0,0,0,0
InboundTrafficMetrics,0,0,0,18168,9,18168,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,9936,8,9936,8,0,0,0,0
InboundTrafficMetrics,0,0,0,17584,9,17584,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,29808,15,29808,15,0,0,0,0
InboundTrafficMetrics,0,0,0,39056,17,39056,17,0,0,0,0
OutboundTrafficMetrics,0,0,0,29808,15,29808,15,0,0,0,0
InboundTrafficMetrics,0,0,0,38768,16,38768,16,0,0,0,0
OutboundTrafficMetrics,0,0,0,3048,4,3048,4,0,0,0,0
InboundTrafficMetrics,0,0,0,4560,5,4560,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,3048,4,3048,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3976,5,3976,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,13984,8,13984,8,0,0,0,0
InboundTrafficMetrics,0,0,0,21744,8,21744,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,13984,8,13984,8,0,0,0,0
InboundTrafficMetrics,0,0,0,21456,7,21456,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,1928,2,1928,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2616,2,2616,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1928,2,1928,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2328,2,2328,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,11552,8,11552,8,0,0,0,0
InboundTrafficMetrics,0,0,0,5856,4,5856,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,11552,8,11552,8,0,0,0,0
InboundTrafficMetrics,0,0,0,5280,4,5280,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4608,5,4608,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7680,4,7680,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4608,5,4608,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7392,4,7392,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,10688,7,10688,7,0,0,0,0
InboundTrafficMetrics,0,0,0,10656,6,10656,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,10688,7,10688,7,0,0,0,0
InboundTrafficMetrics,0,0,0,10072,6,10072,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2288,4,2288,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3352,4,3352,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2288,4,2288,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3064,4,3064,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,8776,5,8776,5,0,0,0,0
InboundTrafficMetrics,0,0,0,14040,5,14040,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,8776,5,8776,5,0,0,0,0
InboundTrafficMetrics,0,0,0,13344,4,13344,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,1392,2,1392,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2200,2,2200,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1392,2,1392,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1912,2,1912,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,8480,8,8480,8,0,0,0,0
InboundTrafficMetrics,0,0,0,15576,11,15576,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,8480,8,8480,8,0,0,0,0
InboundTrafficMetrics,0,0,0,15280,11,15280,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,8560,7,8560,7,0,0,0,0
InboundTrafficMetrics,0,0,0,15528,7,15528,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,8560,7,8560,7,0,0,0,0
InboundTrafficMetrics,0,0,0,14952,6,14952,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,22976,14,22976,14,0,0,0,0
InboundTrafficMetrics,0,0,0,46752,14,46752,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,22976,14,22976,14,0,0,0,0
InboundTrafficMetrics,0,0,0,46464,14,46464,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,7824,5,7824,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8536,5,8536,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7824,5,7824,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7960,5,7960,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7824,5,7824,5,0,0,0,0
InboundTrafficMetrics,0,0,0,10032,5,10032,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,7824,5,7824,5,0,0,0,0
InboundTrafficMetrics,0,0,0,9744,5,9744,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,2312,3,2312,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3384,3,3384,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2312,3,2312,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2808,2,2808,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1624,2,1624,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2072,2,2072,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1624,2,1624,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1784,2,1784,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,7472,7,7472,7,0,0,0,0
InboundTrafficMetrics,0,0,0,9592,6,9592,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,7472,7,7472,7,0,0,0,0
InboundTrafficMetrics,0,0,0,9304,6,9304,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,21328,10,21328,10,0,0,0,0
InboundTrafficMetrics,0,0,0,29440,9,29440,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,21328,10,21328,10,0,0,0,0
InboundTrafficMetrics,0,0,0,28864,9,28864,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,3664,4,3664,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8960,4,8960,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,3664,4,3664,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8672,4,8672,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,11728,7,11728,7,0,0,0,0
InboundTrafficMetrics,0,0,0,22824,6,22824,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,11728,7,11728,7,0,0,0,0
InboundTrafficMetrics,0,0,0,22240,6,22240,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,5488,3,5488,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4416,3,4416,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5488,3,5488,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4008,3,4008,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6952,6,6952,6,0,0,0,0
InboundTrafficMetrics,0,0,0,4176,3,4176,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6952,6,6952,6,0,0,0,0
InboundTrafficMetrics,0,0,0,3600,3,3600,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,8488,7,8488,7,0,0,0,0
InboundTrafficMetrics,0,0,0,66912,11,66912,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,8488,7,8488,7,0,0,0,0
InboundTrafficMetrics,0,0,0,66616,11,66616,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,3752,3,3752,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2920,3,2920,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3752,3,3752,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2632,3,2632,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,7136,6,7136,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11432,6,11432,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,7136,6,7136,6,0,0,0,0
InboundTrafficMetrics,0,0,0,10856,6,10856,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,16064,7,16064,7,0,0,0,0
InboundTrafficMetrics,0,0,0,14896,6,14896,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,16064,7,16064,7,0,0,0,0
InboundTrafficMetrics,0,0,0,14608,6,14608,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2224,3,2224,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3128,3,3128,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2224,3,2224,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2544,2,2544,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,16640,11,16640,11,0,0,0,0
InboundTrafficMetrics,0,0,0,22168,14,22168,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,16640,11,16640,11,0,0,0,0
InboundTrafficMetrics,0,0,0,21880,14,21880,14,0,0,0,0
OutboundTrafficMetrics,0,0,0,12448,9,12448,9,0,0,0,0
InboundTrafficMetrics,0,0,0,16264,8,16264,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,12448,9,12448,9,0,0,0,0
InboundTrafficMetrics,0,0,0,15904,8,15904,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,22384,10,22384,10,0,0,0,0
InboundTrafficMetrics,0,0,0,28880,10,28880,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,22384,10,22384,10,0,0,0,0
InboundTrafficMetrics,0,0,0,28296,10,28296,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,1768,3,1768,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2512,3,2512,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1768,3,1768,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2216,3,2216,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6576,4,6576,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7392,4,7392,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,6576,4,6576,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6808,3,6808,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6808,5,6808,5,0,0,0,0
InboundTrafficMetrics,0,0,0,15232,6,15232,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,6808,5,6808,5,0,0,0,0
InboundTrafficMetrics,0,0,0,14824,6,14824,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,4280,5,4280,5,0,0,0,0
InboundTrafficMetrics,0,0,0,13800,5,13800,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4280,5,4280,5,0,0,0,0
InboundTrafficMetrics,0,0,0,13224,5,13224,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,61376,15,61376,15,0,0,0,0
InboundTrafficMetrics,0,0,0,23008,19,23008,19,0,0,0,0
OutboundTrafficMetrics,0,0,0,61376,15,61376,15,0,0,0,0
InboundTrafficMetrics,0,0,0,22720,18,22720,18,0,0,0,0
OutboundTrafficMetrics,0,0,0,14848,7,14848,7,0,0,0,0
InboundTrafficMetrics,0,0,0,18464,7,18464,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,14848,7,14848,7,0,0,0,0
InboundTrafficMetrics,0,0,0,18176,7,18176,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,4480,4,4480,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8312,5,8312,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4480,4,4480,4,0,0,0,0
InboundTrafficMetrics,0,0,0,7736,4,7736,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,11184,6,11184,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11488,6,11488,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,11184,6,11184,6,0,0,0,0
InboundTrafficMetrics,0,0,0,11192,6,11192,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2416,3,2416,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3336,3,3336,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2416,3,2416,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2752,3,2752,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6136,5,6136,5,0,0,0,0
InboundTrafficMetrics,0,0,0,2824,2,2824,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,6136,5,6136,5,0,0,0,0
InboundTrafficMetrics,0,0,0,2536,2,2536,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,5056,5,5056,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8512,5,8512,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,5056,5,5056,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7928,5,7928,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,13160,10,13160,10,0,0,0,0
InboundTrafficMetrics,0,0,0,41096,11,41096,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,13160,10,13160,10,0,0,0,0
InboundTrafficMetrics,0,0,0,40808,11,40808,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,17088,22,17088,22,0,0,0,0
InboundTrafficMetrics,0,0,0,763248,77,763248,77,0,0,0,0
OutboundTrafficMetrics,0,0,0,17088,22,17088,22,0,0,0,0
InboundTrafficMetrics,0,0,0,762960,77,762960,77,0,0,0,0
OutboundTrafficMetrics,0,0,0,7504,6,7504,6,0,0,0,0
InboundTrafficMetrics,0,0,0,14392,6,14392,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,7504,6,7504,6,0,0,0,0
InboundTrafficMetrics,0,0,0,13808,6,13808,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,2192,3,2192,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2976,3,2976,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2192,3,2192,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2688,3,2688,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,1600,2,1600,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2648,2,2648,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1600,2,1600,2,0,0,0,0
InboundTrafficMetrics,0,0,0,1952,1,1952,1,0,0,0,0
OutboundTrafficMetrics,0,0,0,4520,5,4520,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7736,5,7736,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4520,5,4520,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7440,4,7440,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,16528,8,16528,8,0,0,0,0
InboundTrafficMetrics,0,0,0,16656,7,16656,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,16528,8,16528,8,0,0,0,0
InboundTrafficMetrics,0,0,0,16368,7,16368,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,4592,4,4592,4,0,0,0,0
InboundTrafficMetrics,0,0,0,9136,4,9136,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,4592,4,4592,4,0,0,0,0
InboundTrafficMetrics,0,0,0,8552,4,8552,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,20440,9,20440,9,0,0,0,0
InboundTrafficMetrics,0,0,0,33704,9,33704,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,20440,9,20440,9,0,0,0,0
InboundTrafficMetrics,0,0,0,33416,9,33416,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,9392,4,9392,4,0,0,0,0
InboundTrafficMetrics,0,0,0,6504,3,6504,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,9392,4,9392,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5928,3,5928,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2336,3,2336,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3184,2,3184,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,2336,3,2336,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2896,2,2896,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,4552,5,4552,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8136,5,8136,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4552,5,4552,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7552,4,7552,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,14120,6,14120,6,0,0,0,0
InboundTrafficMetrics,0,0,0,14688,5,14688,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,14120,6,14120,6,0,0,0,0
InboundTrafficMetrics,0,0,0,14392,5,14392,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,2392,4,2392,4,0,0,0,0
InboundTrafficMetrics,0,0,0,3184,3,3184,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,2392,4,2392,4,0,0,0,0
InboundTrafficMetrics,0,0,0,2888,3,2888,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,13592,6,13592,6,0,0,0,0
InboundTrafficMetrics,0,0,0,18104,6,18104,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,13592,6,13592,6,0,0,0,0
InboundTrafficMetrics,0,0,0,17520,5,17520,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,3272,3,3272,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4648,3,4648,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,3272,3,3272,3,0,0,0,0
InboundTrafficMetrics,0,0,0,4360,3,4360,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6832,5,6832,5,0,0,0,0
InboundTrafficMetrics,0,0,0,4496,3,4496,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,6832,5,6832,5,0,0,0,0
InboundTrafficMetrics,0,0,0,3800,3,3800,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,30048,11,30048,11,0,0,0,0
InboundTrafficMetrics,0,0,0,24440,11,24440,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,30048,11,30048,11,0,0,0,0
InboundTrafficMetrics,0,0,0,24144,11,24144,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,60936,16,60936,16,0,0,0,0
InboundTrafficMetrics,0,0,0,40552,19,40552,19,0,0,0,0
OutboundTrafficMetrics,0,0,0,60936,16,60936,16,0,0,0,0
InboundTrafficMetrics,0,0,0,39976,18,39976,18,0,0,0,0
OutboundTrafficMetrics,0,0,0,21808,7,21808,7,0,0,0,0
InboundTrafficMetrics,0,0,0,7952,9,7952,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,21808,7,21808,7,0,0,0,0
InboundTrafficMetrics,0,0,0,7664,9,7664,9,0,0,0,0
OutboundTrafficMetrics,0,0,0,12312,6,12312,6,0,0,0,0
InboundTrafficMetrics,0,0,0,14704,6,14704,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,12312,6,12312,6,0,0,0,0
InboundTrafficMetrics,0,0,0,14416,6,14416,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,10672,8,10672,8,0,0,0,0
InboundTrafficMetrics,0,0,0,30536,11,30536,11,0,0,0,0
OutboundTrafficMetrics,0,0,0,10672,8,10672,8,0,0,0,0
InboundTrafficMetrics,0,0,0,29952,10,29952,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,1944,3,1944,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2496,2,2496,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1944,3,1944,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2200,2,2200,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,4920,5,4920,5,0,0,0,0
InboundTrafficMetrics,0,0,0,8408,5,8408,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,4920,5,4920,5,0,0,0,0
InboundTrafficMetrics,0,0,0,7824,5,7824,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,11592,9,11592,9,0,0,0,0
InboundTrafficMetrics,0,0,0,28144,10,28144,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,11592,9,11592,9,0,0,0,0
InboundTrafficMetrics,0,0,0,27856,10,27856,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,2216,3,2216,3,0,0,0,0
InboundTrafficMetrics,0,0,0,3528,4,3528,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,2216,3,2216,3,0,0,0,0
InboundTrafficMetrics,0,0,0,2944,4,2944,4,0,0,0,0
OutboundTrafficMetrics,0,0,0,13760,8,13760,8,0,0,0,0
InboundTrafficMetrics,0,0,0,26984,8,26984,8,0,0,0,0
OutboundTrafficMetrics,0,0,0,13760,8,13760,8,0,0,0,0
InboundTrafficMetrics,0,0,0,26624,7,26624,7,0,0,0,0
OutboundTrafficMetrics,0,0,0,1808,2,1808,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2480,2,2480,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,1808,2,1808,2,0,0,0,0
InboundTrafficMetrics,0,0,0,2192,2,2192,2,0,0,0,0
OutboundTrafficMetrics,0,0,0,39208,9,39208,9,0,0,0,0
InboundTrafficMetrics,0,0,0,10288,10,10288,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,39208,9,39208,9,0,0,0,0
InboundTrafficMetrics,0,0,0,9704,10,9704,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,25208,9,25208,9,0,0,0,0
InboundTrafficMetrics,0,0,0,11904,10,11904,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,25208,9,25208,9,0,0,0,0
InboundTrafficMetrics,0,0,0,11496,10,11496,10,0,0,0,0
OutboundTrafficMetrics,0,0,0,17440,11,17440,11,0,0,0,0
InboundTrafficMetrics,0,0,0,46832,12,46832,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,17440,11,17440,11,0,0,0,0
InboundTrafficMetrics,0,0,0,46248,12,46248,12,0,0,0,0
OutboundTrafficMetrics,0,0,0,5816,3,5816,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5496,3,5496,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5816,3,5816,3,0,0,0,0
InboundTrafficMetrics,0,0,0,5208,3,5208,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5600,4,5600,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5416,3,5416,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5600,4,5600,4,0,0,0,0
InboundTrafficMetrics,0,0,0,5120,3,5120,3,0,0,0,0
OutboundTrafficMetrics,0,0,0,5800,5,5800,5,0,0,0,0
InboundTrafficMetrics,0,0,0,12864,6,12864,6,0,0,0,0
OutboundTrafficMetrics,0,0,0,5800,5,5800,5,0,0,0,0
InboundTrafficMetrics,0,0,0,12288,5,12288,5,0,0,0,0
OutboundTrafficMetrics,0,0,0,6584,5,6584,5,0,0,0,0
